X,Y,CCN,REPORT_DATE,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID,YEAR
400840.659999996,139142.940000001,25063846,2025-05-01 23:32:36+00:00,EVENING,OTHERS,ROBBERY,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,400840.66,139142.94,5.0,5C,5.0,505.0,Cluster 22,009102 4,9102.0,Precinct 72,38.9201570109,-76.9903059701,,2025-05-01 22:20:00+00:00,2025-05-01 23:30:00+00:00,786342781,,2025
402985.410800003,133998.928399999,25099483,2025-07-03 04:09:23+00:00,MIDNIGHT,OTHERS,ROBBERY,2941 - 2957 BLOCK OF NASH PLACE SE,402985.410848723,133998.928409782,7.0,7B,6.0,605.0,Cluster 34,007709 2,7709.0,Precinct 111,38.8738132213,-76.9655962367,,2025-06-30 23:30:00+00:00,2025-06-30 23:50:00+00:00,786342927,,2025
399454.609999999,134294.649999999,25110385,2025-07-22 01:21:08+00:00,EVENING,OTHERS,ROBBERY,56 - 99 BLOCK OF M STREET SE,399454.61,134294.65,6.0,8F,1.0,106.0,Cluster 27,007202 1,7202.0,Precinct 131,38.8764820976,-77.0062852889,CAPITOL RIVERFRONT,2025-07-21 23:05:00+00:00,2025-07-21 23:06:00+00:00,786343180,,2025
396420.07,140650.100000001,25025651,2025-02-22 03:09:43+00:00,EVENING,OTHERS,ROBBERY,3337 - 3399 BLOCK OF 18TH STREET NW,396420.07,140650.1,1.0,1D,3.0,302.0,Cluster 2,002703 2,2703.0,Precinct 40,38.9337270904,-77.0412896466,,2025-02-22 00:33:00+00:00,2025-02-22 03:09:00+00:00,786343194,,2025
397083.170000002,140096.59,25079577,2025-05-29 02:02:11+00:00,EVENING,OTHERS,ROBBERY,1400 - 1451 BLOCK OF IRVING STREET NW,397083.17,140096.59,1.0,1A,3.0,302.0,Cluster 2,002802 3,2802.0,Precinct 36,38.9287433544,-77.033639334,,2025-05-28 19:45:00+00:00,2025-05-28 22:48:00+00:00,786343266,,2025
397564.670000002,138713.469999999,25073518,2025-05-18 08:35:49+00:00,MIDNIGHT,OTHERS,ROBBERY,1900 - 1999 BLOCK OF 12TH STREET NW,397564.67,138713.47,1.0,1B,3.0,305.0,Cluster 3,004402 1,4402.0,Precinct 22,38.9162852319,-77.0280813651,,2025-05-18 07:15:00+00:00,,786343374,,2025
398825.719999999,138854.030000001,25041440,2025-03-22 23:55:45+00:00,EVENING,GUN,ROBBERY,2000 - 2099 BLOCK OF FLAGLER PLACE NW,398825.72,138854.03,5.0,5E,3.0,306.0,Cluster 21,003301 3,3301.0,Precinct 135,38.9175540326,-77.0135406584,,2025-03-22 22:57:00+00:00,2025-03-22 23:00:00+00:00,786343858,,2025
402356.479999997,137397.870000001,25089653,2025-06-16 00:31:39+00:00,EVENING,GUN,ROBBERY,2106 - 2199 BLOCK OF MARYLAND AVENUE NE,402356.48,137397.87,5.0,5D,5.0,507.0,Cluster 23,008903 1,8903.0,Precinct 78,38.9044340732,-76.972832355,,2025-06-15 20:11:00+00:00,2025-06-15 21:00:00+00:00,786343919,,2025
396380.539999999,139466.43,25011582,2025-01-25 08:28:30+00:00,MIDNIGHT,GUN,ROBBERY,1770 - 1799 BLOCK OF EUCLID STREET NW,396380.54,139466.43,1.0,1C,3.0,303.0,Cluster 1,003802 1,3802.0,Precinct 24,38.9230640615,-77.0417393296,ADAMS MORGAN,2025-01-25 07:23:00+00:00,2025-01-25 07:43:00+00:00,786343957,,2025
398764.710000001,138304.289999999,25046148,2025-03-31 03:07:40+00:00,MIDNIGHT,OTHERS,ROBBERY,200 - 299 BLOCK OF R STREET NW,398764.71,138304.29,5.0,5E,3.0,308.0,Cluster 21,004600 2,4600.0,Precinct 19,38.9126017076,-77.0142431775,,2025-03-31 00:45:00+00:00,2025-03-31 00:48:00+00:00,786344064,,2025
398432.560000002,138758.469999999,25008529,2025-01-19 00:48:04+00:00,EVENING,GUN,ROBBERY,400 - 499 BLOCK OF U STREET NW,398432.56,138758.47,1.0,1B,3.0,306.0,Cluster 3,003400 3,3400.0,Precinct 37,38.9166925833,-77.0180739801,,2025-01-18 23:46:00+00:00,2025-01-18 23:48:00+00:00,786344607,,2025
396921.439999998,140717.039999999,25050277,2025-04-07 07:52:24+00:00,MIDNIGHT,OTHERS,ROBBERY,3500 - 3511 BLOCK OF CENTER STREET NW,396921.44,140717.04,1.0,1D,4.0,408.0,Cluster 2,002801 1,2801.0,Precinct 41,38.9343320059,-77.0355073233,,2025-04-07 05:49:00+00:00,2025-04-07 07:00:00+00:00,786344956,,2025
399283.030000001,129409.949999999,25008106,2025-01-18 04:01:49+00:00,MIDNIGHT,GUN,ROBBERY,3846 - 3999 BLOCK OF SOUTH CAPITOL STREET,399283.03,129409.95,8.0,8D,7.0,707.0,Cluster 39,009803 3,9803.0,Precinct 124,38.8324785022,-77.0082575523,,2025-01-18 01:50:00+00:00,,786345135,,2025
397430.899999999,138674.010000002,25111009,2025-07-23 02:19:51+00:00,EVENING,KNIFE,ROBBERY,1900 - 1917 BLOCK OF 13TH STREET NW,397430.9,138674.01,1.0,1B,3.0,305.0,Cluster 3,004402 1,4402.0,Precinct 22,38.9159293823,-77.0296236959,,2025-07-22 23:54:00+00:00,2025-07-23 01:45:00+00:00,786345316,,2025
405927.119999997,137335.579999998,25005166,2025-01-12 12:01:33+00:00,DAY,GUN,ROBBERY,1000 - 1099 BLOCK OF 49TH STREET NE,405927.12,137335.58,7.0,7C,6.0,602.0,Cluster 31,007806 2,7806.0,Precinct 93,38.9038561182,-76.9316673174,,2025-01-12 10:26:00+00:00,2025-01-12 12:00:00+00:00,786345486,,2025
401494.640000001,130997.239999998,25086066,2025-06-09 15:18:46+00:00,DAY,GUN,ROBBERY,3261 - 3299 BLOCK OF 15TH PLACE SE,401494.64,130997.24,8.0,8C,7.0,704.0,Cluster 38,007404 2,7404.0,Precinct 117,38.8467765486,-76.9827823479,,2025-06-09 12:10:00+00:00,2025-06-09 12:20:00+00:00,786345543,,2025
398172.140000001,134374.289999999,25056485,2025-04-19 01:44:47+00:00,EVENING,OTHERS,ROBBERY,620 - 639 BLOCK OF MAINE AVENUE SW,398172.14,134374.29,6.0,6D,1.0,103.0,Cluster 9,011002 2,11002.0,Precinct 142,38.8771977955,-77.0210651892,SOUTHWEST,2025-04-19 00:18:00+00:00,2025-04-19 01:12:00+00:00,786345797,,2025
397826.780000001,138634.190000001,25063447,2025-05-01 06:42:14+00:00,MIDNIGHT,OTHERS,ROBBERY,900 - 999 BLOCK OF T STREET NW,397826.78,138634.19,1.0,1B,3.0,305.0,Cluster 3,004402 2,4402.0,Precinct 137,38.9155717386,-77.0250587697,,2025-05-01 06:04:00+00:00,,786345939,,2025
405560.0,135351.059999999,25067744,2025-05-08 13:23:43+00:00,DAY,GUN,ROBBERY,BENNING ROAD SE AND C STREET SE,405560.00000311,135351.05999504,7.0,7E,6.0,604.0,Cluster 33,009904 1,9904.0,Precinct 103,38.8859812378,-76.9359158364,,2025-05-08 12:00:00+00:00,2025-05-08 13:20:00+00:00,786345941,,2025
400331.409999996,140004.239999998,25063917,2025-05-02 02:40:32+00:00,EVENING,GUN,ROBBERY,3000 - 3099 BLOCK OF 7TH STREET NE,400331.41,140004.24,5.0,5F,5.0,502.0,Cluster 21,009201 2,9201.0,Precinct 74,38.9279162156,-76.9961779459,,2025-05-02 00:34:00+00:00,2025-05-02 00:40:00+00:00,786353574,,2025
398110.359999999,144374.789999999,25017540,2025-02-05 21:40:41+00:00,EVENING,OTHERS,ROBBERY,600 - 699 BLOCK OF TUCKERMAN STREET NW,398110.36,144374.79,4.0,4B,4.0,402.0,Cluster 17,001901 3,1901.0,Precinct 59,38.9672853762,-77.0218047016,,2025-02-05 18:10:00+00:00,2025-02-05 18:15:00+00:00,786353767,,2025
400930.57,136784.23,25128446,2025-08-23 13:39:57+00:00,DAY,OTHERS,ROBBERY,1200 - 1299 BLOCK OF G STREET NE,400930.57,136784.23,6.0,6A,1.0,104.0,Cluster 25,008402 1,8402.0,Precinct 82,38.898908852,-76.9892723737,,2025-08-23 11:51:00+00:00,2025-08-23 13:20:00+00:00,786353799,,2025
399352.119999997,137782.32,25127214,2025-08-21 04:42:37+00:00,MIDNIGHT,OTHERS,ROBBERY,1 - 98 BLOCK OF NEW YORK AVENUE NE,399352.12,137782.32,6.0,6E,5.0,501.0,Cluster 25,010601 1,10601.0,Precinct 144,38.9079002528,-77.0074697128,NOMA,2025-08-21 01:40:00+00:00,2025-08-22 03:00:00+00:00,786353805,,2025
397119.630000003,141037.379999999,25128542,2025-08-23 18:18:17+00:00,DAY,OTHERS,ROBBERY,1400 - 1413 BLOCK OF SPRING ROAD NW,397119.63,141037.38,1.0,1D,4.0,408.0,Cluster 2,002801 2,2801.0,Precinct 41,38.9372183962,-77.0332227954,,2025-08-23 05:20:00+00:00,2025-08-23 17:57:00+00:00,786353876,,2025
